,target,tokens,text
4220,Jewish,"['i', 'did', 'not', 'expect', 'something', 'kike', 'that', 'holy', 'shit', 'i', 't', 'looks', 'so', 'good']",i did not expect something kike that holy shit i t looks so good
4221,Jewish,"['<user>', '<number>', 'million', 'jews', 'you', 'f****ing', '<censored>', 'jerk']",<user> <number> million jews you f****ing <censored> jerk
4222,African,"['<user>', 'stupid', 'nigger', 'kill', 'yourself']",<user> stupid nigger kill yourself
4223,African,"['i', 'refuse', 'to', 'become', 'homosexual', 'but', 'sometimes', 'i', 'really', 'fucking', 'hate', 'these', 'african', 'american', 'hood', 'rat', 'nigger', 'bitches', '🐐', 'goat']",i refuse to become homosexual but sometimes i really fucking hate these african american hood rat nigger bitches 🐐 goat
4224,other,"['<user>', 'guys', 'i', 'think', 'stephen', 'miller', 'is', 'a', 'nazi', 'just', 'like', 'other', 'stephen', 'miller', 'is', 'fuck', 'off', 'you', 'white', 'supremacist', 'piece', 'of', 'shit']",<user> guys i think stephen miller is a nazi just like other stephen miller is fuck off you white supremacist piece of shit
4225,other,"['<user>', 'the', 'ccp', 'turned', 'china', 'into', 'chinazi', 'ccp_is_terrorist']",<user> the ccp turned china into chinazi ccp_is_terrorist
4226,other,"['<user>', 'disagree', 'with', 'me', 'you', 'should', 'die', 'sounds', 'a', 'like', 'you', 'agree', 'with', 'some', 'of', 'those', 'nazi', 'policies', 'you', 'like', 'so', 'much']",<user> disagree with me you should die sounds a like you agree with some of those nazi policies you like so much
4227,other,"['<user>', 'i', 'hate', 'you', 'po']",<user> i hate you po
4228,Homosexual,"['<user>', 'i', 'gay', 'for', 'you', 'no', 'homo', 'tho']",<user> i gay for you no homo tho
4229,Islam,"['to', 'infiltrate', 'and', 'spread', 'islam', 'they', 'need', 'to', 'fuck', 'off', 'back', 'where', 'they', 'came', 'from']",to infiltrate and spread islam they need to fuck off back where they came from
4230,other,"['the', 'problem', 'is', 'these', 'church', 'cucks', 'are', 'the', 'ones', 'bringing', 'these', 'so', 'called', 'refugees', 'in', 'where', 'they', 'are', 'a', 'danger', 'to', 'us', 'all', 'just', 'like', 'the', 'stupid', 'women', 'of', 'europe', 'who', 'welcome', 'refugees', 'and', 'then', 'get', 'raped', 'and', 'murdered', 'guarantee', 'this', 'woman', 'would', 'call', 'anyone', 'against', 'refugee', 'resettlement', 'a', 'racist']",the problem is these church cucks are the ones bringing these so called refugees in where they are a danger to us all just like the stupid women of europe who welcome refugees and then get raped and murdered guarantee this woman would call anyone against refugee resettlement a racist
4231,other,"['we', 'need', 'to', 'talk', 'sbout', 'how', 'east', 'asians', 'and', 'jews', 'benefit', 'from', 'white', 'privelege', 'i', 'mean', 'no', 'one', 'ever', 'complained', 'about', 'being', 'pulled', 'over', 'for', 'driving', 'while', 'yellow', 'have', 'they']",we need to talk sbout how east asians and jews benefit from white privelege i mean no one ever complained about being pulled over for driving while yellow have they
4232,Islam,"['no', 'smuwould', 'not', 'let', 'students', 'put', 'out', 'the', 'flags', 'in', 'rememberance', 'of', '<number>', '<number>', 'as', 'they', 'always', 'do', 'guess', 'they', 'didnt', 'want', 'to', 'hurt', 'any', 'of', 'the', 'students', 'feelings', 'you', 'know', 'most', 'universiies', 'want', 'the', 'muslim', 'money', 'hell', 'uof', 'ariz', 'had', 'more', 'camel', 'jockeys']",no smuwould not let students put out the flags in rememberance of <number> <number> as they always do guess they didnt want to hurt any of the students feelings you know most universiies want the muslim money hell uof ariz had more camel jockeys
4233,Islam,"['i', 'hate', 'arabs', 'why', 'they', 'said', 'we', 'all', 'are', 'working', 'in', 'macdonalds', 'عمال_ماك']",i hate arabs why they said we all are working in macdonalds عمال_ماك
4234,African,"['you', 'can', 'surround', 'yourself', 'with', 'a', 'bunch', 'of', 'white', 'virtue', 'signaling', 'bata', 'males', 'all', 'you', 'want', 'but', 'that', 'narrative', 'goes', 'away', 'the', 'second', 'blacks', 'talk', 'about', 'how', 'scared', 'they', 'are', 'just', 'because', 'they', 'lost', 'an', 'election', 'or', 'one', 'cop', 'shoots', 'a', 'black', 'criminal', 'in', 'self', 'defense']",you can surround yourself with a bunch of white virtue signaling bata males all you want but that narrative goes away the second blacks talk about how scared they are just because they lost an election or one cop shoots a black criminal in self defense
4235,African,"['<user>', 'niggas', 'in', 'london', 'forget', 'they', 'just', 'children', 'of', 'islander', 'immigrants', 'just', 'like', 'toronto', 'niggas', 'lmfao']",<user> niggas in london forget they just children of islander immigrants just like toronto niggas lmfao
4236,other,"['<user>', '<user>', 'believe', 'all', 'women', 'unless', 'raped', 'by', 'a', 'democrat', 'then', 'destroy', 'the', 'victim', 'at', 'all', 'costs']",<user> <user> believe all women unless raped by a democrat then destroy the victim at all costs
4237,Islam,"['<user>', '<user>', '<phone>', 'yes', 'he', 'is', 'a', 'hindu', 'extrement', 'affiliated', 'with', 'rss', 'they', 'hate', 'muslims', 'and', 'islams']",<user> <user> <phone> yes he is a hindu extrement affiliated with rss they hate muslims and islams
4238,Islam,"['<user>', '<user>', 'kindly', 'check', 'them', '😂', 'they', 'are', 'pakistani', 'cannot', 'export', 'anything', 'better', 'than', 'jihadi', 'terrorists', '😄', 'beggars']",<user> <user> kindly check them 😂 they are pakistani cannot export anything better than jihadi terrorists 😄 beggars
4239,other,"['of', 'course', 'this', 'is', 'the', 'most', 'efficient', 'way', 'to', 'solve', 'the', 'too', 'many', 'east', 'south', 'asians', 'problem']",of course this is the most efficient way to solve the too many east south asians problem
4240,African,"['george', 'washington', 'would', 'have', 'had', 'you', 'hanged', 'for', 'being', 'a', 'cuck', 'faggot', 'the', 'founders', 'did', 'not', 'create', 'the', 'us', 'constitution', 'for', 'every', 'zipperhead', 'jigaboo', 'dothead', 'kike', 'goatfucker', 'faggot', 'and', 'tranny', 'on', 'the', 'planet']",george washington would have had you hanged for being a cuck faggot the founders did not create the us constitution for every zipperhead jigaboo dothead kike goatfucker faggot and tranny on the planet
4241,other,"['refugees', 'are', 'the', 'army', 'that', 'the', 'no', 'balls', 'jews', 'use', 'against', 'all', 'gentiles', 'its', 'state', 'sponsored', 'terrorism', 'time', 'to', 'revolt', 'or', 'die', 'like', 'a', 'woman']",refugees are the army that the no balls jews use against all gentiles its state sponsored terrorism time to revolt or die like a woman
4242,Islam,"['what', 'a', 'muslim', 'does', 'in', 'the', 'privacy', 'of', 'his', 'own', 'goat', 'is', 'disgusting', 'better', 'not', 'put', 'a', 'picture', 'here', 'try', 'not', 'to', 'imagine', 'one', 'either']",what a muslim does in the privacy of his own goat is disgusting better not put a picture here try not to imagine one either
4243,other,"['<user>', '<user>', 'modi', 'is', 'a', 'fucking', 'pathetic', 'excuse', 'for', 'a', 'human', 'being']",<user> <user> modi is a fucking pathetic excuse for a human being
4244,other,"['illegal', 'immigrants', 'give', 'the', 'middle', 'finger', 'to', 'legal', 'immigrants', 'who', 'worked', 'hard', 'to', 'obey', 'the', 'law', 'guess', 'who', 'supports', 'the', 'criminals', 'liberals', 'illegalimmigrants']",illegal immigrants give the middle finger to legal immigrants who worked hard to obey the law guess who supports the criminals liberals illegalimmigrants
4245,African,"['well', 'obviously', 'they', 'must', 'be', 'a', 'diverse', 'group', 'of', 'morbidly', 'obese', 'transgendered', 'persons', 'some', 'blacks', 'hispanics', 'some', 'veiled', 'muslims', 'a', 'few', 'asians', 'and', 'a', 'white', 'girl', 'i', 'guess', 'and', 'they', 'should', 'replace', 'the', 'dallas', 'cheerleaders']",well obviously they must be a diverse group of morbidly obese transgendered persons some blacks hispanics some veiled muslims a few asians and a white girl i guess and they should replace the dallas cheerleaders
4246,Jewish,"['<user>', 'tonight', 'i', 'ate', 'kike', '<time>']",<user> tonight i ate kike <time>
4247,Jewish,"['<user>', 'talmud', 'according', 'to', 'jews', 'is', 'just', 'men', 'commentary', 'qur', 'an', 'according', 'to', 'muslims', 'is', 'literally', 'the', 'word', 'of', 'allah', 'god', 'we', 'have', 'to', 'attack', 'the', 'qur', 'an', 'first', 'because', 'jews', 'are', 'not', 'flying', 'into', 'buildings', 'killing', 'people', 'plus', 'is', 'obvious', 'no', 'god', 'would', 'make', 'so', 'many', 'mistakes', 'as', 'shown', 'in', 'qur', 'an']",<user> talmud according to jews is just men commentary qur an according to muslims is literally the word of allah god we have to attack the qur an first because jews are not flying into buildings killing people plus is obvious no god would make so many mistakes as shown in qur an
4248,other,"['i', 'swear', 'i', 'am', 'convinced', 'that', 'even', 'when', 'the', 'bitch', 'finally', 'dies', 'she', 'will', 'still', 'keep', 'coming', 'around', 'haunting', 'us', 'as', 'some', 'evil', 'ghost', 'a', 'perpetual', 'evil', 'curse', 'on', 'america', 'until', 'some', 'godly', 'force', 'can', 'completely', 'put', 'her', 'us', 'out', 'of', 'her', 'misery', 'crookedhillary', 'theghostofhillary', 'hillary']",i swear i am convinced that even when the bitch finally dies she will still keep coming around haunting us as some evil ghost a perpetual evil curse on america until some godly force can completely put her us out of her misery crookedhillary theghostofhillary hillary
4249,Jewish,"['death', 'of', 'jean', 'charles', 'de', 'menezes', 'jnagappan', 'and', 'all', 'jews', 'guilty', 'of', 'genocide', 'must', 'be', 'exterminated', 'by', 'communism']",death of jean charles de menezes jnagappan and all jews guilty of genocide must be exterminated by communism
4250,African,"['<user>', '<user>', 'it', 'true', 'im', 'fucking', 'this', 'pawg', 'nurse', 'and', 'in', 'bed', 'we', 'laugh', 'about', 'how', 'they', 'kill', 'all', 'the', 'black', 'corona', 'patients']",<user> <user> it true im fucking this pawg nurse and in bed we laugh about how they kill all the black corona patients
4251,Jewish,"['jews', 'know', 'the', 'promises', 'of', 'the', 'bible', 'were', 'written', 'only', 'for', 'them', 'and', 'they', 'are', 'proud', 'they', 'deceived', 'the', 'gentiles', 'with', 'it']",jews know the promises of the bible were written only for them and they are proud they deceived the gentiles with it
4252,Homosexual,"['oh', 'cause', 'i', 'thought', 'a', 'nigga', 'who', 'sound', 'amp', 'look', 'gay', 'said', 'sum']",oh cause i thought a nigga who sound amp look gay said sum
4253,Islam,"['<user>', '<user>', 'import3d', 'terrorists', 'and', 'embedded', 'muslim', 'brotherhood', 'stop', 'rioting', 'and', 'looting']",<user> <user> import3d terrorists and embedded muslim brotherhood stop rioting and looting
4254,Homosexual,"['as', 'i', 'said', '<number>', 'years', 'ago', 'all', 'blm', 'will', 'convert', 'to', 'islam', 'then', 'the', 'moslem', 'faggot', 'obama', 'will', 'supply', 'them', 'with', 'the', '<number>', 'billion', 'hollow', 'point', 'rounds', 'his', 'dhs', 'has', 'hidden', 'then', 'the', 'war', 'starts']",as i said <number> years ago all blm will convert to islam then the moslem faggot obama will supply them with the <number> billion hollow point rounds his dhs has hidden then the war starts
4255,African,"['my', 'twitter', 'account', 'has', 'been', 'suspended', 'for', 'being', 'pro', 'american', 'anti', 'blm', 'respecting', 'our', 'flag', 'boycotting', 'the', 'nfl', 'and', 'for', 'calling', 'lebron', 'james', 'what', 'he', 'is', 'ghetto', 'trash']",my twitter account has been suspended for being pro american anti blm respecting our flag boycotting the nfl and for calling lebron james what he is ghetto trash
4256,Jewish,"['remember', 'the', 'jews', 'killed', 'jesus', 'n', 'if', 'you', 'don', '’', 't', 'watch', 'ya', 'back', 'they', 'will', 'kill', 'you', 'too']",remember the jews killed jesus n if you don ’ t watch ya back they will kill you too
4257,Homosexual,"['and', 'meanwhile', 'not', 'being', 'gay', 'or', 'retarded']",and meanwhile not being gay or retarded
4258,African,"['<user>', 'sometimes', 'i', 'think', 'you', 'might', 'actually', 'be', 'a', 'nigger', 'is', 'it', 'difficult', 'to', 'keep', 'up', 'this', 'ghetto', 'persona']",<user> sometimes i think you might actually be a nigger is it difficult to keep up this ghetto persona
4259,Jewish,"['jew', 'faggot', 'milo', 'is', 'king', 'of', 'the', 'alt', 'right', 'great', 'it', 'not', 'the', 'alt', 'right', 'anymore']",jew faggot milo is king of the alt right great it not the alt right anymore
4260,other,"['<user>', '<user>', 'you', 'should', 'kill', 'yourself', 'not', 'cos', 'you', '’', 're', 'trans', 'but', 'because', 'you', '’', 're', 'fucking', 'retarded']",<user> <user> you should kill yourself not cos you ’ re trans but because you ’ re fucking retarded
4261,other,"['<user>', 'bitch', 'stay', 'in', 'your', 'damn', 'nazi', 'lane', 'we', 'do', 'not', 'accept', 'you']",<user> bitch stay in your damn nazi lane we do not accept you
4262,other,"['<user>', '<user>', 'where', '’', 'the', 'lynching', 'just', 'a', 'lil', 'nazi', 'getting', 'what', 'he', 'deserve', 'he', 'should', 'go', 'back', 'to', 'the', 'safe', 'space', 'he', 'came', 'from']",<user> <user> where ’ the lynching just a lil nazi getting what he deserve he should go back to the safe space he came from
4263,other,"['yes', 'irish', 'people', 'are', 'essentially', 'the', 'blacks', 'of', 'whites', 'and', 'germans', 'are', 'the', 'asians', 'of', 'whites', 'its', 'so', 'obvious', 'ch', 'commenter']",yes irish people are essentially the blacks of whites and germans are the asians of whites its so obvious ch commenter
4264,other,"['even', 'counting', 'on', 'the', 'feminisation', 'of', 'western', 'societies', 'as', 'one', 'of', 'the', 'causes', 'of', 'the', 'spread', 'of', 'islam', 'jihad', 'at', 'the', 'same', 'time', 'their', 'inherent', 'unbearable', 'contradiction', 'with', 'the', 'rights', 'of', 'women', 'and', 'gays', 'will', 'ultimately', 'be', 'the', 'main', 'cause', 'of', 'the', 'demise', 'of', 'the', 'religionofpeace', 'i', 'hope']",even counting on the feminisation of western societies as one of the causes of the spread of islam jihad at the same time their inherent unbearable contradiction with the rights of women and gays will ultimately be the main cause of the demise of the religionofpeace i hope
4265,African,"['another', 'ghetto', 'hell', 'hag', 'who', 'is', 'deeply', 'upset', 'god', 'punished', 'her', 'to', 'live', 'as', 'an', 'ape', 'give', 'her', 'a', 'banana']",another ghetto hell hag who is deeply upset god punished her to live as an ape give her a banana
4266,African,"['you', 'know', 'what', 'i', 'roughly', 'gather', 'from', 'them', 'banning', 'me', 'for', 'saying', 'that', 'i', 'gather', 'the', 'hidden', 'message', 'that', 'i', 'am', 'supposed', 'to', 'be', 'fucking', 'blacks', 'and', 'arabs', 'jesus', 'christ', 'another', 'time', 'i', 'was', 'kicked', 'off', 'for', 'saying', 'i', 'do', 'not', 'do', 'crack', 'it', 'a', 'ghetto', 'drug']",you know what i roughly gather from them banning me for saying that i gather the hidden message that i am supposed to be fucking blacks and arabs jesus christ another time i was kicked off for saying i do not do crack it a ghetto drug
